,glofasStation,placeCode
90,no_station,UG30910202
91,no_station,UG31000104
92,no_station,UG20600201
93,no_station,UG30710104
94,no_station,UG30700103
95,no_station,UG20490101
96,no_station,UG31000105
97,G5196,UG30640104
98,no_station,UG30740101
99,no_station,UG30670108
100,no_station,UG30680107
101,no_station,UG30970104
102,no_station,UG30790104
103,no_station,UG30720203
104,no_station,UG10200201
105,no_station,UG20530101
106,no_station,UG30790105
107,no_station,UG20440101
108,no_station,UG10140101
109,G5160,UG10120110
110,G5160,UG10120111
111,G5230,UG20550101
112,no_station,UG30740201
113,no_station,UG30830106
114,no_station,UG30730105
115,no_station,UG10100101
116,G5160,UG10180101
117,no_station,UG20500101
118,no_station,UG10020101
119,no_station,UG41130101
120,no_station,UG41010101
121,no_station,UG41130102
122,no_station,UG41260101
123,no_station,UG41020101
124,no_station,UG30720302
125,no_station,UG20500102
126,no_station,UG20500103
127,no_station,UG41120101
128,no_station,UG41080201
129,no_station,UG41070201
130,no_station,UG41270101
131,no_station,UG41050201
132,no_station,UG41010102
133,no_station,UG30940101
134,no_station,UG10140201
135,no_station,UG41260102
136,no_station,UG41300101
137,no_station,UG41030201
138,no_station,UG41170101
139,no_station,UG10060201
140,G5220,UG20290101
141,no_station,UG41030202
142,G5220,UG20560101
143,G5220,UG20540101
144,no_station,UG20610101
145,G5220,UG20280101
146,G5220,UG20280102
147,no_station,UG10030101
148,G5075,UG20300201
149,G5075,UG20430101
150,no_station,UG20400301
151,no_station,UG41250101
152,G5220,UG20290102
153,G5220,UG20290103
154,G5220,UG20360101
155,G5220,UG20540102
156,G5220,UG20540103
157,no_station,UG10060202
158,no_station,UG41070202
159,no_station,UG41300102
160,G5189,UG41240101
161,G5189,UG41240102
162,G5227,UG41180101
163,G5317,UG41330101
164,no_station,UG41030203
165,no_station,UG10040101
166,G5075,UG20380101
167,no_station,UG20400101
168,no_station,UG20340101
169,no_station,UG20610102
170,G5220,UG20520101
171,no_station,UG20600101
172,no_station,UG41350101
173,no_station,UG41150201
174,no_station,UG20440201
175,no_station,UG20310101
176,no_station,UG41060101
177,no_station,UG41090201
178,no_station,UG41040101
179,no_station,UG41040102
180,G5230,UG20350201
181,G5230,UG20550102
182,G5227,UG41180102
183,G5227,UG41180103
184,no_station,UG20610103
185,no_station,UG41150202
186,G5317,UG41330102
187,no_station,UG10010101
188,no_station,UG10010102
189,no_station,UG10060101
190,no_station,UG41060201
191,no_station,UG20530102
192,no_station,UG10170101
193,G5220,UG20290104
194,G5075,UG20430102
195,G5230,UG20550103
196,no_station,UG20510101
197,G5220,UG20540104
198,no_station,UG20530103
199,no_station,UG20320101
200,no_station,UG20320102
201,G5220,UG20560102
202,no_station,UG20340102
203,G5220,UG20560103
204,G5220,UG20520102
205,no_station,UG20610104
206,G5220,UG20560104
207,G5220,UG20290105
208,G5220,UG20540105
209,G5220,UG20290106
210,no_station,UG20610105
211,no_station,UG41210101
212,no_station,UG41320101
213,no_station,UG41260103
214,no_station,UG20610106
215,G5220,UG20560105
216,no_station,UG10020102
217,G5160,UG10110101
218,G5160,UG10110102
219,G5220,UG20540106
220,no_station,UG41030101
221,no_station,UG20510102
222,no_station,UG10070101
223,G5317,UG41330103
224,G5220,UG20520103
225,no_station,UG41100101
226,no_station,UG10090101
227,no_station,UG20330101
228,no_station,UG20330102
229,no_station,UG20610107
230,no_station,UG20610108
231,no_station,UG20340103
232,no_station,UG20340104
233,no_station,UG20390201
234,G5075,UG20570101
235,G5075,UG20480101
236,no_station,UG20340105
237,no_station,UG20340106
238,no_station,UG41150301
239,G5160,UG10180301
240,G5075,UG20300202
241,G5075,UG20300203
242,no_station,UG41020102
243,no_station,UG41020103
244,no_station,UG10030102
245,no_station,UG20510103
246,no_station,UG20440102
247,G5220,UG20290107
248,no_station,UG20340107
249,G5075,UG20300204
250,G5230,UG20350202
251,no_station,UG20610109
252,G5075,UG20430103
253,G5220,UG20290108
254,no_station,UG20610110
255,G5220,UG20540107
256,no_station,UG20340108
257,G5220,UG20290109
258,no_station,UG41050202
259,G5220,UG20560106
260,G5220,UG20540108
261,no_station,UG20340109
262,G5220,UG20560107
263,G5220,UG20520104
264,no_station,UG20340110
265,G5160,UG10260501
266,no_station,UG41030204
267,no_station,UG41030205
268,no_station,UG30740102
269,G5220,UG20540109
270,G5220,UG20540110
271,no_station,UG20610111
272,G5220,UG20520105
273,G5220,UG20560108
274,no_station,UG41010103
275,no_station,UG41030102
276,G5227,UG41110101
277,no_station,UG10100201
278,G5220,UG20360102
279,G5220,UG20360103
280,no_station,UG20530104
281,no_station,UG10040102
282,G5220,UG20540111
283,no_station,UG41210102
284,no_station,UG41030206
285,no_station,UG20400102
286,no_station,UG20310102
287,no_station,UG41060102
288,G5075,UG20480102
289,G5220,UG20290110
290,G5220,UG20290111
291,G5220,UG20290112
292,no_station,UG41060202
293,G5160,UG10180401
294,G5230,UG20350203
295,no_station,UG41130103
296,G5230,UG20350204
297,G5220,UG20540112
298,G5220,UG20540113
299,G5220,UG20540114
300,G5220,UG20360104
301,G5220,UG20360105
302,no_station,UG41100102
303,G5160,UG10260101
304,G5160,UG10260601
305,G5220,UG20520106
306,no_station,UG20610112
307,no_station,UG41030207
308,G5160,UG10180302
309,G5230,UG20550104
310,no_station,UG20400302
311,G5160,UG10220101
312,G5220,UG20360106
313,G5220,UG20360107
314,no_station,UG41030103
315,no_station,UG41090202
316,no_station,UG20610113
317,no_station,UG20440103
318,G5160,UG10180102
319,G5230,UG20350205
320,no_station,UG20370101
321,no_station,UG20370102
322,G5160,UG10120112
323,G5160,UG10120113
324,no_station,UG10020103
325,no_station,UG20610114
326,no_station,UG41020104
327,G5189,UG41240103
328,G5220,UG20520107
329,G5317,UG41140101
330,no_station,UG10200101
331,G5220,UG20520108
332,G5189,UG41240104
333,G5189,UG41240105
334,G5189,UG41280101
335,no_station,UG10140202
336,no_station,UG10040103
337,no_station,UG20530105
338,G5220,UG20560109
339,G5220,UG20520109
340,no_station,UG20610115
341,G5220,UG20290113
342,no_station,UG10190101
343,G5220,UG20520110
344,no_station,UG20610116
345,no_station,UG20400303
346,no_station,UG20400304
347,no_station,UG10040104
348,no_station,UG10170102
349,G5075,UG20300205
350,no_station,UG20340111
351,no_station,UG20310103
352,G5230,UG20350206
353,G5317,UG41330201
354,G5317,UG41330202
355,G5075,UG20380102
356,G5075,UG20380103
357,no_station,UG20400305
358,G5075,UG20430104
359,G5230,UG20550105
360,no_station,UG20610117
361,G5317,UG41330104
362,no_station,UG41170102
363,no_station,UG41120102
364,no_station,UG10040105
365,no_station,UG41150101
366,G5189,UG41280102
367,no_station,UG41150203
368,no_station,UG41200101
369,G5160,UG10260301
370,no_station,UG41250102
371,G5227,UG41110102
372,no_station,UG20340112
373,no_station,UG41130104
374,no_station,UG41290101
375,no_station,UG10240101
376,G5160,UG10120114
377,no_station,UG41210201
378,no_station,UG10010201
379,no_station,UG10080101
380,G5160,UG10180201
381,no_station,UG10210101
382,no_station,UG20390101
383,no_station,UG20400201
384,no_station,UG20450101
385,no_station,UG30770201
386,G5196,UG30800201
387,no_station,UG30830202
388,no_station,UG30910102
389,no_station,UG41090101
390,no_station,UG41150302
391,no_station,UG41250301
392,no_station,UG41290201
393,no_station,UG41050101
394,no_station,UG41210103
395,no_station,UG30810104
396,no_station,UG30710203
397,G5075,UG20590204
398,no_station,UG20450202
399,no_station,UG20330103
400,no_station,UG20450203
401,no_station,UG20330104
402,no_station,UG30650104
403,G5230,UG20350207
404,no_station,UG30720204
405,G5160,UG10110103
406,no_station,UG10240102
407,no_station,UG30870101
408,G5160,UG10260201
409,G5160,UG10260202
410,no_station,UG30730106
411,no_station,UG30730107
412,no_station,UG30990103
413,no_station,UG30780102
414,no_station,UG30650105
415,no_station,UG10200301
416,G5075,UG20300101
417,G5230,UG20350101
418,no_station,UG20450102
419,no_station,UG20620201
420,G5075,UG20630201
421,no_station,UG41100201
422,no_station,UG41290202
423,G5317,UG41330301
424,no_station,UG41080101
425,no_station,UG41080102
426,no_station,UG41010104
427,no_station,UG30910203
428,no_station,UG30680108
429,G5075,UG20430105
430,no_station,UG10100102
431,no_station,UG20450204
432,G5160,UG10120115
433,G5075,UG20590205
434,G5075,UG20480103
435,no_station,UG10210301
436,G5160,UG10260602
437,no_station,UG10030103
438,no_station,UG30920104
439,no_station,UG20620103
440,no_station,UG41100103
441,no_station,UG41300103
442,no_station,UG41300104
443,no_station,UG41230101
444,no_station,UG41030104
445,no_station,UG41100104
446,no_station,UG41150204
447,G5220,UG20360108
448,no_station,UG41050203
449,no_station,UG30710204
450,no_station,UG20310104
451,no_station,UG30960105
452,no_station,UG20310105
453,no_station,UG41070101
454,no_station,UG41150102
455,no_station,UG41290102
456,G5220,UG20280201
457,no_station,UG41300105
458,no_station,UG20510104
459,no_station,UG20530106
460,G5220,UG20540201
461,no_station,UG30810105
462,G5196,UG30900101
463,no_station,UG20510105
464,no_station,UG41150103
465,no_station,UG41050102
466,no_station,UG41070102
467,no_station,UG41070103
468,no_station,UG41080202
469,no_station,UG30650106
470,no_station,UG41290301
471,G5075,UG20570102
472,G5075,UG20300206
473,G5075,UG20630301
474,no_station,UG20530107
475,no_station,UG31000106
476,no_station,UG30750101
477,no_station,UG30750102
478,no_station,UG30750103
479,G5220,UG20520111
480,G5227,UG41110103
481,no_station,UG41130105
482,no_station,UG41170103
483,no_station,UG20330105
484,no_station,UG20410103
485,no_station,UG20410104
486,no_station,UG41080203
487,no_station,UG20450205
488,no_station,UG41080204
489,no_station,UG41270102
490,no_station,UG10170103
491,no_station,UG41040103
492,no_station,UG10050101
493,no_station,UG41080205
494,no_station,UG41080206
495,no_station,UG20370103
496,G5075,UG20480104
497,no_station,UG41230102
498,no_station,UG41350201
499,G5227,UG41180104
500,no_station,UG10240103
501,G5196,UG30800101
502,G5220,UG20280202
503,G5220,UG20360109
504,no_station,UG20320103
505,G5075,UG20480105
506,G5220,UG20280103
507,no_station,UG20600102
508,no_station,UG20600103
509,no_station,UG41290302
510,G5227,UG41110104
511,G5227,UG41110105
512,no_station,UG10240104
513,no_station,UG41070203
514,no_station,UG41350202
515,no_station,UG41290103
516,no_station,UG41260104
517,no_station,UG41030105
518,G5075,UG20380104
519,no_station,UG20440104
520,G5075,UG20480106
521,no_station,UG41090203
522,no_station,UG41060203
523,no_station,UG41130106
524,no_station,UG41130107
525,G5160,UG10260102
526,no_station,UG41230103
527,no_station,UG30750104
528,no_station,UG41080103
529,no_station,UG41050204
530,no_station,UG41260105
531,no_station,UG41120103
532,no_station,UG41350102
533,G5160,UG10180103
534,no_station,UG20400103
535,G5160,UG10260103
536,G5160,UG10260104
537,no_station,UG41260201
538,no_station,UG30890101
539,no_station,UG10230101
540,no_station,UG10230102
541,no_station,UG20370104
542,G5220,UG20280104
543,no_station,UG41120104
544,G5075,UG20480107
545,no_station,UG10140102
546,no_station,UG10030104
547,G5160,UG10180303
548,no_station,UG10060102
549,no_station,UG30750105
550,no_station,UG10160101
551,G5075,UG20430106
552,no_station,UG10230103
553,no_station,UG30660104
554,no_station,UG10230104
555,no_station,UG10070102
556,no_station,UG10070103
557,no_station,UG10090102
558,G5317,UG41140102
559,G5317,UG41140103
560,no_station,UG30960106
561,G5075,UG20590206
562,G5220,UG20280203
563,no_station,UG20330106
564,no_station,UG30750106
565,no_station,UG10140103
566,no_station,UG10190102
567,G5220,UG20280204
568,no_station,UG20340113
569,no_station,UG20620104
570,no_station,UG41090204
571,G5075,UG20590207
572,no_station,UG41260202
573,no_station,UG41130108
574,no_station,UG41130109
575,no_station,UG41320102
576,no_station,UG41210104
577,G5189,UG41280103
578,G5189,UG41280104
579,no_station,UG30730108
580,no_station,UG20370105
581,no_station,UG31000107
582,no_station,UG10100202
583,no_station,UG10050102
584,G5317,UG41140104
585,no_station,UG41270103
586,G5317,UG41140105
587,no_station,UG41190101
588,G5189,UG41240106
589,no_station,UG20490102
590,G5160,UG10220102
591,G5160,UG10110104
592,G5196,UG20460103
593,G5196,UG20460104
594,no_station,UG20580101
595,no_station,UG20500104
596,no_station,UG20500105
597,no_station,UG20450206
598,no_station,UG20450207
599,no_station,UG20330107
600,no_station,UG20500106
601,no_station,UG20500107
602,G5196,UG20470201
603,G5075,UG20300207
604,no_station,UG41100105
605,no_station,UG41170104
606,no_station,UG41100106
607,no_station,UG41150104
608,no_station,UG41100107
609,no_station,UG30690103
610,G5189,UG41280105
611,G5189,UG41280106
612,no_station,UG41250302
613,no_station,UG41010105
614,no_station,UG41150205
615,no_station,UG41350103
616,no_station,UG10160102
617,no_station,UG10200202
618,no_station,UG41120105
619,no_station,UG10200203
620,G5160,UG10260401
621,G5160,UG10220103
622,G5160,UG10260105
623,G5075,UG20480108
624,no_station,UG10210401
625,no_station,UG41100108
626,no_station,UG20450208
627,no_station,UG41320103
628,no_station,UG41260106
629,no_station,UG41270104
630,no_station,UG41270105
631,no_station,UG41190102
632,no_station,UG41350203
633,no_station,UG41080104
634,no_station,UG20600104
635,no_station,UG41170105
636,no_station,UG41030106
637,G5075,UG20590208
638,G5075,UG20430107
639,no_station,UG10090103
640,no_station,UG10090104
641,no_station,UG41230104
642,G5160,UG10260106
643,G5196,UG20470101
644,G5196,UG20470102
645,no_station,UG41310101
646,no_station,UG41040104
647,no_station,UG41270106
648,no_station,UG41310102
649,no_station,UG41310103
650,no_station,UG20600202
651,G5317,UG41140106
652,no_station,UG30750107
653,no_station,UG30750108
654,G5220,UG20280205
655,no_station,UG10140203
656,no_station,UG41120106
657,no_station,UG30860101
658,no_station,UG20620105
659,G5189,UG41240107
660,G5189,UG41240108
661,no_station,UG30720303
662,no_station,UG41090205
663,no_station,UG41310104
664,no_station,UG10170201
665,no_station,UG41150206
666,no_station,UG10080102
667,no_station,UG10010301
668,no_station,UG20450209
669,no_station,UG10100103
670,G5317,UG41140107
671,no_station,UG41290401
672,no_station,UG10100203
673,no_station,UG10100204
674,G5317,UG41330203
675,G5317,UG41330204
676,no_station,UG30990104
677,no_station,UG41070104
678,no_station,UG41190103
679,no_station,UG30990105
680,G5220,UG20520112
681,G5075,UG20570103
682,no_station,UG41170106
683,G5075,UG20590101
684,no_station,UG10200204
685,no_station,UG10240105
686,no_station,UG41290104
687,no_station,UG10030105
688,G5160,UG10110105
689,no_station,UG41040105
690,no_station,UG41040106
691,no_station,UG10020104
692,G5160,UG10110106
693,G5075,UG20480109
694,G5075,UG20480110
695,G5189,UG41280107
696,no_station,UG41310105
697,no_station,UG41070105
698,no_station,UG41100109
699,G5075,UG20380105
700,no_station,UG20600105
701,no_station,UG20320104
702,no_station,UG10240106
703,no_station,UG41230105
704,no_station,UG10090105
705,no_station,UG20530108
706,no_station,UG10200205
707,G5189,UG41240109
708,no_station,UG41350104
709,no_station,UG41060103
710,no_station,UG41060104
711,no_station,UG41250303
712,no_station,UG41200102
713,no_station,UG41200103
714,no_station,UG41020105
715,G5317,UG41140108
716,G5317,UG41140109
717,no_station,UG41020106
718,G5189,UG41240110
719,no_station,UG41120107
720,no_station,UG30850101
721,no_station,UG41070106
722,no_station,UG41100110
723,no_station,UG41190104
724,no_station,UG41080207
725,G5160,UG10220104
726,G5160,UG10180304
727,no_station,UG41100111
728,G5227,UG41180105
729,no_station,UG41120108
730,no_station,UG41070107
731,no_station,UG10140104
732,no_station,UG41150207
733,no_station,UG10170202
734,no_station,UG41250201
735,no_station,UG10210402
736,G5317,UG41140110
737,G5160,UG10220105
738,no_station,UG41190105
739,no_station,UG10160103
740,no_station,UG41150105
741,G5160,UG10220106
742,G5160,UG10260302
743,G5075,UG20630302
744,G5075,UG20480111
745,no_station,UG20500108
746,G5317,UG41140111
747,no_station,UG10190103
748,no_station,UG41310106
749,no_station,UG41190106
750,no_station,UG41030208
751,no_station,UG41210105
752,no_station,UG41200104
753,no_station,UG41200105
754,G5227,UG41110106
755,no_station,UG10150101
756,no_station,UG41120109
757,no_station,UG41120110
758,G5075,UG20430108
759,no_station,UG41150106
760,no_station,UG41150107
761,G5189,UG41240111
762,G5075,UG20630303
763,no_station,UG41040107
764,no_station,UG20440202
765,no_station,UG41030209
766,no_station,UG41350105
767,no_station,UG41350106
768,no_station,UG41120111
769,no_station,UG10020105
770,no_station,UG20500109
771,no_station,UG20440105
772,no_station,UG10200102
773,no_station,UG30770101
774,no_station,UG41150108
775,no_station,UG10100104
776,G5160,UG10220107
777,no_station,UG41060105
778,no_station,UG41150208
779,no_station,UG41090206
780,no_station,UG10090106
781,no_station,UG10190104
782,no_station,UG41190107
783,G5075,UG20480112
784,no_station,UG41290303
785,no_station,UG20530109
786,G5160,UG10220108
787,no_station,UG41270107
788,no_station,UG41040108
789,no_station,UG10200103
790,no_station,UG10240107
791,G5227,UG41180106
792,no_station,UG10150102
793,no_station,UG20410105
794,no_station,UG20580102
795,no_station,UG30920105
796,no_station,UG30990106
797,no_station,UG30790106
798,no_station,UG20320105
799,no_station,UG10210201
800,no_station,UG30940102
801,no_station,UG20330108
802,G5196,UG30800102
803,no_station,UG30660105
804,no_station,UG30910204
805,G5196,UG20270106
806,no_station,UG30780103
807,no_station,UG30990107
808,no_station,UG20490103
809,no_station,UG30990108
810,no_station,UG20500110
811,G5075,UG20630101
812,no_station,UG30730109
813,no_station,UG20500111
814,no_station,UG41310107
815,no_station,UG41150209
816,no_station,UG41060106
817,no_station,UG41050205
818,G5227,UG41110107
819,no_station,UG10240108
820,no_station,UG10210202
821,no_station,UG41050206
822,no_station,UG41050207
823,no_station,UG41040109
824,no_station,UG10070104
825,no_station,UG10070105
826,no_station,UG10060203
827,G5189,UG41240112
828,G5227,UG41110108
829,no_station,UG41090207
830,no_station,UG10170104
831,G5227,UG41180107
832,no_station,UG41350107
833,G5160,UG10120116
834,G5160,UG10120117
835,no_station,UG41150109
836,G5189,UG41240113
837,G5189,UG41240114
838,G5227,UG41110109
839,no_station,UG10150103
840,no_station,UG10150104
841,no_station,UG41170107
842,no_station,UG41230106
843,no_station,UG10050103
844,no_station,UG41050208
845,G5189,UG41240115
846,G5160,UG10260107
847,G5189,UG41240116
848,G5227,UG41110110
849,no_station,UG20600203
850,no_station,UG10170105
851,no_station,UG41150110
852,no_station,UG30770102
853,no_station,UG30770103
854,no_station,UG30770104
855,no_station,UG20600106
856,no_station,UG30770105
857,no_station,UG30970105
858,no_station,UG41150210
859,no_station,UG30940103
860,no_station,UG30940104
861,no_station,UG30660106
862,no_station,UG30700104
863,no_station,UG30820102
864,no_station,UG30660107
865,no_station,UG30970106
866,no_station,UG30740202
867,no_station,UG30870102
868,no_station,UG30970107
869,no_station,UG30740203
870,no_station,UG30870103
871,no_station,UG30920106
872,no_station,UG30830107
873,no_station,UG30660108
874,no_station,UG30780104
875,no_station,UG30750109
876,no_station,UG30990109
877,no_station,UG30720403
878,no_station,UG30660109
879,G5196,UG30900102
880,no_station,UG30820103
881,no_station,UG30880101
882,no_station,UG30750110
883,G5230,UG20550106
884,G5196,UG30900103
885,no_station,UG30890102
886,G5196,UG30900104
887,no_station,UG30880102
888,no_station,UG30960107
889,no_station,UG30690104
890,no_station,UG30750111
891,G5196,UG30900105
892,G5196,UG30640105
893,no_station,UG30750112
894,no_station,UG10040106
895,no_station,UG30780105
896,no_station,UG10250201
897,no_station,UG10070106
898,G5220,UG20540115
899,G5230,UG20350208
900,no_station,UG30920107
901,G5230,UG20350209
902,no_station,UG20340114
903,no_station,UG20510106
904,no_station,UG10140204
905,no_station,UG10140205
906,no_station,UG10070107
907,no_station,UG10230105
908,no_station,UG10040107
909,G5220,UG20560110
910,no_station,UG10240109
911,G5160,UG10110107
912,G5075,UG20480113
913,G5160,UG10110108
914,no_station,UG10230106
915,no_station,UG10240110
916,G5220,UG20540116
917,no_station,UG10250202
918,no_station,UG10250101
919,no_station,UG10150105
920,no_station,UG10150106
921,no_station,UG10040108
922,no_station,UG10160104
923,G5220,UG20280105
924,no_station,UG10160105
925,no_station,UG10160106
926,G5160,UG10180104
927,G5227,UG41110111
928,G5227,UG41110112
929,no_station,UG41100112
930,no_station,UG41030107
931,no_station,UG10050104
932,no_station,UG30820104
933,no_station,UG10200104
934,no_station,UG20400104
935,G5075,UG20570104
936,G5220,UG20560111
937,G5220,UG20560112
938,G5196,UG30640106
939,no_station,UG20530110
940,no_station,UG41310108
941,no_station,UG20440203
942,G5075,UG20630304
943,G5196,UG20470202
944,no_station,UG41150111
945,G5230,UG20350210
946,no_station,UG10080103
947,no_station,UG10090107
948,no_station,UG10140206
949,no_station,UG20310106
950,G5075,UG20630102
951,G5160,UG10180105
952,no_station,UG20320106
953,no_station,UG41150211
954,no_station,UG10150107
955,no_station,UG20530111
956,G5220,UG20520113
957,no_station,UG30720304
958,no_station,UG10090108
959,no_station,UG30850102
960,G5230,UG20350211
961,no_station,UG20610118
962,G5230,UG20350212
963,G5160,UG10260502
964,no_station,UG20400202
965,no_station,UG41080208
966,no_station,UG41350108
967,no_station,UG41350109
968,no_station,UG20340115
969,no_station,UG41200106
970,G5230,UG20350213
971,G5160,UG10260108
972,G5160,UG10260109
973,no_station,UG41170108
974,G5196,UG30900106
975,no_station,UG10250203
976,no_station,UG10250204
977,no_station,UG41270108
978,no_station,UG20530112
979,no_station,UG41090208
980,G5220,UG20360110
981,no_station,UG10060204
982,G5075,UG20570105
983,no_station,UG41080105
984,no_station,UG20440204
985,G5075,UG20630103
986,G5160,UG10260110
987,G5075,UG20630104
988,no_station,UG30870104
989,no_station,UG30780106
990,no_station,UG30990110
991,no_station,UG10230107
992,no_station,UG41250202
993,no_station,UG10250205
994,no_station,UG30960108
995,no_station,UG41030210
996,no_station,UG41270109
997,no_station,UG41270110
998,G5075,UG20630105
999,no_station,UG30890103
1000,G5196,UG30640107
1001,G5196,UG20270107
1002,no_station,UG30870105
1003,no_station,UG30870106
1004,no_station,UG20500112
1005,no_station,UG41230107
1006,no_station,UG41060204
1007,no_station,UG41320104
1008,no_station,UG41120112
1009,no_station,UG10210203
1010,G5227,UG41110113
1011,no_station,UG10050105
1012,no_station,UG10190105
1013,no_station,UG41150112
1014,no_station,UG10160107
1015,no_station,UG20400203
1016,no_station,UG10210204
1017,G5317,UG41140112
1018,no_station,UG20530113
1019,no_station,UG30770106
1020,no_station,UG10190106
1021,no_station,UG41170109
1022,G5220,UG20280206
1023,no_station,UG10060103
1024,no_station,UG41100113
1025,no_station,UG41100114
1026,no_station,UG41320105
1027,no_station,UG41150212
1028,G5227,UG41110114
1029,G5227,UG41110115
1030,no_station,UG41300106
1031,no_station,UG20490104
1032,G5220,UG20560113
1033,G5075,UG20630106
1034,no_station,UG10170106
1035,no_station,UG20580103
1036,G5160,UG10120118
1037,G5075,UG20630305
1038,no_station,UG20450210
1039,no_station,UG41150113
1040,no_station,UG30680109
1041,no_station,UG41210106
1042,no_station,UG41210107
1043,no_station,UG41270111
1044,G5075,UG20300208
1045,G5230,UG20550107
1046,no_station,UG41200107
1047,G5160,UG10110109
1048,no_station,UG20340116
1049,no_station,UG10090109
1050,no_station,UG30960109
1051,no_station,UG10210403
1052,no_station,UG20340117
1053,no_station,UG30880103
1054,no_station,UG30880104
1055,no_station,UG10200206
1056,G5075,UG20480114
1057,no_station,UG10230108
1058,no_station,UG20390202
1059,G5220,UG20280106
1060,G5075,UG20300209
1061,G5220,UG20540117
1062,G5075,UG20630306
1063,G5160,UG10260603
1064,G5220,UG20290114
1065,G5075,UG20570106
1066,no_station,UG20440106
1067,no_station,UG30860102
1068,no_station,UG10210404
1069,G5075,UG20630307
1070,G5075,UG20630308
1071,no_station,UG10040109
1072,no_station,UG10010103
1073,no_station,UG10010302
1074,no_station,UG20390203
1075,G5220,UG20540118
1076,G5220,UG20540119
1077,G5196,UG30800103
1078,no_station,UG30890104
1079,G5160,UG10220109
1080,G5160,UG10220110
1081,no_station,UG10230109
1082,G5220,UG20290115
1083,no_station,UG10080104
1084,no_station,UG20390204
1085,no_station,UG10210205
1086,no_station,UG10230110
1087,G5220,UG20520114
1088,no_station,UG20610119
1089,no_station,UG10090110
1090,G5220,UG20290116
1091,no_station,UG41120113
1092,no_station,UG10210206
1093,G5220,UG20560114
1094,no_station,UG20310107
1095,no_station,UG30890105
1096,G5220,UG20540120
1097,G5220,UG20540121
1098,no_station,UG20440107
1099,no_station,UG30680110
1100,no_station,UG30680111
1101,G5230,UG20550108
1102,G5160,UG10260111
1103,G5160,UG10260112
1104,no_station,UG20390205
1105,no_station,UG30810106
1106,G5220,UG20560115
1107,G5220,UG20560116
1108,no_station,UG20340118
1109,no_station,UG30770107
1110,G5075,UG20430109
1111,G5160,UG10260303
1112,no_station,UG20390206
1113,G5160,UG10180305
1114,G5075,UG20570107
1115,G5075,UG20570108
1116,no_station,UG20440108
1117,G5075,UG20430110
1118,G5075,UG20480115
1119,G5220,UG20290117
1120,G5075,UG20570109
1121,G5075,UG20300210
1122,G5075,UG20480116
1123,G5160,UG10260604
1124,G5220,UG20280107
1125,G5075,UG20430111
1126,G5196,UG30900107
1127,G5075,UG20430112
1128,no_station,UG20510107
1129,no_station,UG20390207
1130,G5220,UG20360111
1131,no_station,UG20440205
1132,no_station,UG20390208
1133,G5220,UG20360112
1134,G5220,UG20540122
1135,no_station,UG10100205
1136,no_station,UG10150108
1137,G5227,UG41110116
1138,G5160,UG10260503
1139,no_station,UG30910205
1140,no_station,UG41030108
1141,no_station,UG30910206
1142,no_station,UG30960110
1143,no_station,UG41030109
1144,no_station,UG10030106
1145,no_station,UG41080106
1146,G5196,UG20470103
1147,no_station,UG20500113
1148,no_station,UG30830108
1149,no_station,UG10010104
1150,G5196,UG30900108
