,glofasStation,placeCode
288,no_station,MW30502
289,G2001,MW31002
290,no_station,MW10501
291,no_station,MW30801
292,no_station,MW10507
293,no_station,MW30507
294,no_station,MW20501
295,no_station,MW30108
296,no_station,MW30505
297,G2001,MW31007
298,no_station,MW30307
299,no_station,MW31107
300,no_station,MW20203
301,no_station,MW10303
302,no_station,MW20614
303,no_station,MW10306
304,no_station,MW20909
305,no_station,MW31004
306,no_station,MW20604
307,no_station,MW20705
308,no_station,MW30901
309,no_station,MW10601
310,no_station,MW31302
311,G1724,MW31104
312,no_station,MW20701
313,no_station,MW30306
314,no_station,MW30401
315,no_station,MW20902
316,no_station,MW10509
317,no_station,MW30101
318,no_station,MW20406
319,no_station,MW10502
320,no_station,MW10309
321,no_station,MW10101
322,no_station,MW20205
323,no_station,MW30302
324,no_station,MW10402
325,no_station,MW20114
326,no_station,MW10102
327,no_station,MW10103
328,no_station,MW10506
329,no_station,MW10510
330,no_station,MW30103
331,no_station,MW30902
332,no_station,MW30406
333,no_station,MW30708
334,no_station,MW31101
335,no_station,MW20505
336,no_station,MW31001
337,no_station,MW31108
338,no_station,MW31304
339,no_station,MW20906
340,no_station,MW30404
341,no_station,MW30805
342,G5670,MW30701
343,no_station,MW31201
344,no_station,MW30602
345,no_station,MW10104
346,no_station,MW30804
347,no_station,MW31103
348,no_station,MW30210
349,no_station,MW20503
350,no_station,MW20801
351,no_station,MW20901
352,no_station,MW20111
353,no_station,MW30508
354,no_station,MW31303
355,no_station,MW20804
356,no_station,MW31105
357,no_station,MW30711
358,no_station,MW10312
359,no_station,MW10204
360,no_station,MW20112
361,no_station,MW10409
362,no_station,MW20703
363,no_station,MW30720
364,no_station,MW10744
365,no_station,MW10511
366,no_station,MW10411
367,no_station,MW31439
368,no_station,MW10733
369,no_station,MW31440
