,placeCode,glofasStation
264,NG014006,no_station
265,NG014007,no_station
266,NG014008,no_station
267,NG014009,no_station
268,NG014010,no_station
269,NG014011,no_station
270,NG014012,no_station
271,NG014013,no_station
272,NG014014,no_station
273,NG014015,no_station
274,NG014016,no_station
275,NG014017,no_station
276,NG015001,no_station
277,NG015002,no_station
278,NG015003,no_station
279,NG015004,no_station
280,NG015005,no_station
281,NG015006,no_station
282,NG016001,no_station
283,NG016002,no_station
284,NG016003,no_station
285,NG016004,no_station
286,NG016005,no_station
287,NG016006,no_station
288,NG016007,no_station
289,NG016008,no_station
290,NG016009,no_station
291,NG016010,no_station
292,NG016011,no_station
293,NG017001,no_station
294,NG017002,no_station
295,NG017003,no_station
296,NG017004,no_station
297,NG017005,no_station
298,NG017006,no_station
299,NG017007,no_station
300,NG017008,no_station
301,NG017009,no_station
302,NG017010,no_station
303,NG017011,no_station
304,NG017012,no_station
305,NG017013,no_station
306,NG017014,no_station
307,NG017015,no_station
308,NG017016,no_station
309,NG017017,no_station
310,NG017018,no_station
311,NG017019,no_station
312,NG017020,no_station
313,NG017021,no_station
314,NG017022,no_station
315,NG017023,no_station
316,NG017024,no_station
317,NG017025,no_station
318,NG017026,no_station
319,NG017027,no_station
320,NG018001,G1032
321,NG018001,G1036
322,NG018002,no_station
323,NG018003,no_station
324,NG018004,no_station
325,NG018005,no_station
326,NG018006,G4932
327,NG018007,no_station
328,NG018008,no_station
329,NG018009,no_station
330,NG018010,no_station
331,NG018011,no_station
332,NG018012,no_station
333,NG018013,g1032
334,NG018014,no_station
335,NG018015,no_station
336,NG018016,no_station
337,NG018017,no_station
338,NG018018,G1032
339,NG018019,no_station
340,NG018020,no_station
341,NG018021,no_station
342,NG018022,no_station
343,NG018023,no_station
344,NG018024,no_station
345,NG018025,no_station
346,NG018026,no_station
347,NG018027,no_station
348,NG019001,no_station
349,NG019002,no_station
350,NG019003,no_station
351,NG019004,no_station
352,NG019005,no_station
353,NG019006,no_station
354,NG019007,no_station
355,NG019008,no_station
356,NG019009,no_station
357,NG019010,no_station
358,NG019011,no_station
359,NG019012,no_station
360,NG019013,no_station
361,NG019014,no_station
362,NG019015,no_station
363,NG019016,no_station
364,NG019017,no_station
365,NG019018,no_station
366,NG019019,no_station
367,NG019020,no_station
368,NG019021,no_station
369,NG019022,no_station
370,NG019023,no_station
371,NG020001,no_station
372,NG020002,no_station
373,NG020003,no_station
374,NG020004,no_station
375,NG020005,no_station
376,NG020006,no_station
377,NG020007,no_station
378,NG020008,no_station
379,NG020009,G1043
380,NG020010,no_station
381,NG020011,no_station
382,NG020012,no_station
383,NG020013,no_station
384,NG020014,no_station
385,NG020015,no_station
386,NG020016,no_station
387,NG020017,no_station
388,NG020018,no_station
389,NG020019,no_station
390,NG020020,no_station
391,NG020021,no_station
392,NG020022,no_station
393,NG020023,no_station
394,NG020024,no_station
395,NG020025,no_station
396,NG020026,no_station
397,NG020027,no_station
398,NG020028,no_station
399,NG020029,no_station
400,NG020030,no_station
401,NG020031,no_station
402,NG020032,no_station
403,NG020033,no_station
404,NG020034,no_station
405,NG020035,no_station
406,NG020036,no_station
407,NG020037,no_station
408,NG020038,no_station
409,NG020039,no_station
410,NG020040,no_station
411,NG020041,no_station
412,NG020042,no_station
413,NG020043,no_station
414,NG020044,G1043
415,NG021001,no_station
416,NG021002,no_station
417,NG021003,no_station
418,NG021004,no_station
419,NG021005,no_station
420,NG021006,no_station
421,NG021007,no_station
422,NG021008,no_station
423,NG021009,no_station
424,NG021010,no_station
425,NG021011,no_station
426,NG021012,no_station
427,NG021013,no_station
428,NG021014,no_station
429,NG021015,no_station
430,NG021016,no_station
431,NG021017,no_station
432,NG021018,no_station
433,NG021019,no_station
434,NG021020,no_station
435,NG021021,no_station
436,NG021022,no_station
437,NG021023,no_station
438,NG021024,no_station
439,NG021025,no_station
440,NG021026,no_station
441,NG021027,no_station
442,NG021028,no_station
443,NG021029,no_station
444,NG021030,no_station
445,NG021031,no_station
446,NG021032,no_station
447,NG021033,no_station
448,NG021034,no_station
449,NG022001,no_station
450,NG022002,no_station
451,NG022003,no_station
452,NG022004,no_station
453,NG022005,G1051
454,NG022005,G1051
455,NG022006,no_station
456,NG022007,no_station
457,NG022008,no_station
458,NG022009,no_station
459,NG022010,no_station
460,NG022011,no_station
461,NG022012,no_station
462,NG022013,no_station
463,NG022014,no_station
464,NG022015,no_station
465,NG022016,no_station
466,NG022017,no_station
467,NG022018,no_station
468,NG022019,no_station
469,NG022020,no_station
470,NG022021,no_station
471,NG023001,no_station
472,NG023002,G1083
473,NG023003,no_station
474,NG023004,G1083
475,NG023004,G5049
476,NG023005,no_station
477,NG023006,no_station
478,NG023007,no_station
479,NG023008,no_station
480,NG023009,no_station
481,NG023010,no_station
482,NG023011,G1083
483,NG023012,G5048
484,NG023013,no_station
485,NG023014,no_station
486,NG023015,no_station
487,NG023016,no_station
488,NG023017,no_station
489,NG023018,no_station
490,NG023019,no_station
491,NG023020,no_station
492,NG023021,no_station
493,NG024001,no_station
494,NG024002,no_station
495,NG024003,G1897
496,NG024004,no_station
497,NG024005,no_station
498,NG024006,no_station
499,NG024007,no_station
500,NG024008,no_station
501,NG024009,no_station
502,NG024010,no_station
503,NG024011,no_station
504,NG024012,G1897
505,NG024013,no_station
506,NG024014,no_station
507,NG024015,no_station
508,NG024016,no_station
509,NG025001,no_station
510,NG025002,no_station
511,NG025003,no_station
512,NG025004,no_station
513,NG025005,no_station
514,NG025006,no_station
515,NG025007,no_station
516,NG025008,no_station
517,NG025009,no_station
518,NG025010,no_station
519,NG025011,no_station
520,NG025012,no_station
521,NG025013,no_station
522,NG025014,no_station
523,NG025015,no_station
524,NG025016,no_station
525,NG025017,no_station
526,NG025018,no_station
527,NG025019,no_station
528,NG025020,no_station
529,NG026001,no_station
530,NG026002,no_station
531,NG026003,no_station
532,NG026004,no_station
533,NG026005,no_station
534,NG026006,no_station
535,NG026007,no_station
536,NG026008,no_station
537,NG026009,no_station
538,NG026010,no_station
539,NG026011,no_station
540,NG026012,G5049
541,NG026013,no_station
542,NG027001,no_station
543,NG027002,no_station
544,NG027003,no_station
545,NG027004,no_station
546,NG027005,no_station
547,NG027006,no_station
548,NG027007,no_station
549,NG027008,G5025
550,NG027009,no_station
551,NG027010,no_station
552,NG027011,no_station
553,NG027012,G5048
554,NG027013,no_station
555,NG027014,no_station
556,NG027015,no_station
557,NG027016,no_station
558,NG027017,G1897
559,NG027018,no_station
560,NG027019,no_station
561,NG027020,no_station
562,NG027021,no_station
563,NG027022,no_station
564,NG027023,no_station
565,NG027024,no_station
566,NG027025,no_station
567,NG028001,no_station
568,NG028002,no_station
569,NG028003,no_station
570,NG028004,no_station
571,NG028005,no_station
572,NG028006,no_station
573,NG028007,no_station
574,NG028008,no_station
575,NG028009,no_station
576,NG028010,no_station
577,NG028011,no_station
578,NG028012,no_station
579,NG028013,no_station
580,NG028014,no_station
581,NG028015,no_station
582,NG028016,no_station
583,NG028017,no_station
584,NG028018,no_station
585,NG028019,no_station
586,NG028020,no_station
587,NG029001,no_station
588,NG029002,no_station
589,NG029003,no_station
590,NG029004,no_station
591,NG029005,no_station
592,NG029006,no_station
593,NG029007,no_station
594,NG029008,no_station
595,NG029009,no_station
596,NG029010,no_station
597,NG029011,no_station
598,NG029012,no_station
599,NG029013,no_station
600,NG029014,no_station
601,NG029015,no_station
602,NG029016,no_station
603,NG029017,no_station
604,NG029018,no_station
605,NG030001,no_station
606,NG030002,no_station
607,NG030003,no_station
608,NG030004,no_station
609,NG030005,no_station
610,NG030006,no_station
611,NG030007,no_station
612,NG030008,no_station
613,NG030009,no_station
614,NG030010,no_station
615,NG030011,no_station
616,NG030012,no_station
617,NG030013,no_station
618,NG030014,no_station
619,NG030015,no_station
620,NG030016,no_station
621,NG030017,no_station
622,NG030018,no_station
623,NG030019,no_station
624,NG030020,no_station
625,NG030021,no_station
626,NG030022,no_station
627,NG030023,no_station
628,NG030024,no_station
629,NG030025,no_station
630,NG030026,no_station
631,NG030027,no_station
632,NG030028,no_station
633,NG030029,no_station
634,NG030030,no_station
635,NG031001,no_station
636,NG031002,no_station
637,NG031003,no_station
638,NG031004,no_station
639,NG031005,no_station
640,NG031006,no_station
641,NG031007,no_station
642,NG031008,no_station
643,NG031009,no_station
644,NG031010,no_station
645,NG031011,no_station
646,NG031012,no_station
647,NG031013,no_station
648,NG031014,no_station
649,NG031015,no_station
650,NG031016,no_station
651,NG031017,no_station
652,NG031018,no_station
653,NG031019,no_station
654,NG031020,no_station
655,NG031021,no_station
656,NG031022,no_station
657,NG031023,no_station
658,NG031024,no_station
659,NG031025,no_station
660,NG031026,no_station
661,NG031027,no_station
662,NG031028,no_station
663,NG031029,no_station
664,NG031030,no_station
665,NG031031,no_station
666,NG031032,no_station
667,NG031033,no_station
668,NG032001,no_station
669,NG032002,no_station
670,NG032003,no_station
671,NG032004,no_station
672,NG032005,no_station
673,NG032006,no_station
674,NG032007,no_station
675,NG032008,no_station
676,NG032009,no_station
677,NG032010,no_station
678,NG032011,no_station
679,NG032012,no_station
680,NG032013,no_station
681,NG032014,no_station
682,NG032015,no_station
683,NG032016,no_station
684,NG032017,no_station
685,NG033001,no_station
686,NG033002,no_station
687,NG033003,no_station
688,NG033004,no_station
689,NG033005,no_station
690,NG033006,no_station
691,NG033007,no_station
692,NG033008,no_station
693,NG033009,no_station
694,NG033010,no_station
695,NG033011,no_station
696,NG033012,no_station
697,NG033013,no_station
698,NG033014,no_station
699,NG033015,no_station
700,NG033016,no_station
701,NG033017,no_station
702,NG033018,no_station
703,NG033019,no_station
704,NG033020,no_station
705,NG033021,no_station
706,NG033022,no_station
707,NG033023,no_station
708,NG034001,no_station
709,NG034002,no_station
710,NG034003,no_station
711,NG034004,no_station
712,NG034005,no_station
713,NG034006,no_station
714,NG034007,no_station
715,NG034008,no_station
716,NG034009,no_station
717,NG034010,no_station
718,NG034011,no_station
719,NG034012,no_station
720,NG034013,no_station
721,NG034014,no_station
722,NG034015,no_station
723,NG034016,no_station
724,NG034017,no_station
725,NG034018,no_station
726,NG034019,no_station
727,NG034020,no_station
728,NG034021,no_station
729,NG034022,no_station
730,NG034023,no_station
731,NG035001,no_station
732,NG035002,no_station
733,NG035003,no_station
734,NG035004,no_station
735,NG035005,no_station
736,NG035006,G1077
737,NG035007,no_station
738,NG035008,no_station
739,NG035009,no_station
740,NG035010,no_station
741,NG035011,no_station
742,NG035012,no_station
743,NG035013,no_station
744,NG035014,no_station
745,NG035015,no_station
746,NG035016,no_station
747,NG036001,G1024
748,NG036002,G1031
749,NG036003,no_station
750,NG036004,no_station
751,NG036005,no_station
752,NG036006,G1019
753,NG036007,no_station
754,NG036008,no_station
755,NG036009,no_station
756,NG036010,no_station
757,NG036011,no_station
758,NG036012,no_station
759,NG036013,no_station
760,NG036014,no_station
761,NG036015,G1031
762,NG036016,G1019
763,NG036017,no_station
764,NG037001,no_station
765,NG037002,no_station
766,NG037003,no_station
767,NG037004,no_station
768,NG037005,no_station
769,NG037006,no_station
770,NG037007,no_station
771,NG037008,no_station
772,NG037009,no_station
773,NG037010,no_station
774,NG037011,no_station
775,NG037012,no_station
776,NG037013,no_station
777,NG037014,no_station
